Company,TypeName,Inches,Ram,OpSys,Weight,ScreenResolutionX,ScreenResolutionY,CpuBrand,CpuPower,Memory_SSD (GB),Memory_HDD (GB),Memory_Flash (GB),Price_euros
Lenovo,2 in 1 Convertible,11.3,8.0,Windows 10,1.1,1920,1080,Intel,1.2,256.0,0.0,0.0,1299.0
Lenovo,Gaming,15.6,16.0,Windows 10,2.5,1920,1080,AMD,2.1,512.0,1000.0,0.0,999.0
Dell,Ultrabook,12.5,8.0,Windows 10,1.36,1920,1080,Intel,2.5,256.0,0.0,0.0,1472.2
Lenovo,Notebook,15.6,8.0,No OS,2.2,1920,1080,Intel,2.7,0.0,1000.0,0.0,685.0
Dell,Notebook,17.3,4.0,Windows 10,2.36,1600,900,Intel,2.0,0.0,1000.0,0.0,659.0
Acer,Notebook,14.0,4.0,Chrome OS,1.68,1366,768,Intel,1.6,0.0,0.0,32.0,349.0
HP,Workstation,15.6,8.0,Windows 10,2.0,1920,1080,Intel,2.7,8.0,0.0,0.0,2249.0
Dell,Ultrabook,14.0,8.0,Windows 10,1.36,1920,1080,Intel,2.8,256.0,0.0,0.0,1775.0
Toshiba,Notebook,13.3,8.0,Windows 7,1.2,1920,1080,Intel,2.3,256.0,0.0,0.0,1460.0
Asus,2 in 1 Convertible,12.5,8.0,Chrome OS,1.2,1920,1080,Intel,1.2,0.0,0.0,64.0,1159.0
Lenovo,Ultrabook,14.0,8.0,Windows 10,1.7,1920,1080,Intel,2.6,256.0,0.0,0.0,1488.99
Dell,Gaming,17.3,16.0,Windows 10,4.36,3840,2160,Intel,2.8,512.0,1000.0,0.0,3154.0
Dell,2 in 1 Convertible,13.3,8.0,Windows 10,1.24,1920,1080,Intel,1.2,256.0,0.0,0.0,1899.0
HP,2 in 1 Convertible,11.6,4.0,Windows 10,1.45,1366,768,Intel,1.1,256.0,0.0,0.0,775.0
Dell,Ultrabook,13.3,8.0,Windows 10,1.3,3200,1800,Intel,2.5,256.0,0.0,0.0,1268.0
Acer,2 in 1 Convertible,11.6,4.0,Chrome OS,1.25,1366,768,Intel,1.6,0.0,0.0,32.0,389.0
Toshiba,Notebook,13.3,8.0,Windows 10,1.2,1920,1080,Intel,2.4,256.0,0.0,0.0,1535.0
Lenovo,Ultrabook,12.5,8.0,Windows 10,1.36,1920,1080,Intel,2.6,256.0,0.0,0.0,1760.0
Acer,Notebook,15.6,12.0,Windows 10,2.4,1920,1080,Intel,2.5,128.0,1000.0,0.0,1009.0
Toshiba,Ultrabook,12.5,8.0,Windows 10,1.1,1920,1080,Intel,2.7,512.0,0.0,0.0,1790.0
HP,Notebook,15.6,8.0,Windows 10,2.04,1366,768,Intel,2.5,0.0,1000.0,0.0,846.5
Dell,Notebook,15.6,4.0,Linux,2.25,1366,768,Intel,2.0,0.0,1000.0,0.0,465.62
Dell,Notebook,15.6,4.0,Windows 10,1.9,1366,768,Intel,2.5,0.0,500.0,0.0,825.0
HP,Notebook,15.6,4.0,Windows 10,2.04,1920,1080,Intel,2.4,0.0,500.0,0.0,685.0
Dell,Gaming,17.3,32.0,Windows 10,4.42,1920,1080,Intel,2.8,256.0,1000.0,0.0,3149.0
Lenovo,Notebook,15.6,6.0,Windows 10,2.4,1920,1080,Intel,2.5,256.0,0.0,0.0,695.0
Dell,2 in 1 Convertible,13.3,16.0,Windows 10,1.22,3200,1800,Intel,1.3,512.0,0.0,0.0,1899.0
Dell,Ultrabook,14.0,8.0,Windows 10,1.5,2560,1440,Intel,2.6,256.0,0.0,0.0,1962.98
Dell,Gaming,17.3,32.0,Windows 10,4.42,1920,1080,Intel,2.6,256.0,1000.0,0.0,2800.0
Toshiba,Notebook,14.0,8.0,Windows 10,1.95,1920,1080,Intel,2.3,256.0,0.0,0.0,1180.0
Asus,Gaming,17.3,16.0,Windows 10,2.73,1920,1080,Intel,2.8,256.0,1000.0,0.0,2049.9
HP,Notebook,15.6,8.0,Windows 10,2.04,1920,1080,Intel,2.7,128.0,1000.0,0.0,979.0
Lenovo,Notebook,14.0,4.0,Windows 7,1.7,1366,768,Intel,2.3,0.0,0.0,0.0,1002.0
Asus,2 in 1 Convertible,15.6,16.0,Windows 10,2.3,3840,2160,Intel,2.7,512.0,2000.0,0.0,1799.0
HP,Notebook,15.6,6.0,Windows 10,2.04,1366,768,Intel,2.7,0.0,1000.0,0.0,579.0
Asus,Gaming,17.3,16.0,Windows 10,2.99,1920,1080,Intel,2.8,256.0,1000.0,0.0,1749.0
Dell,2 in 1 Convertible,15.6,12.0,Windows 10,2.19,1920,1080,Intel,2.7,512.0,0.0,0.0,1299.0
Toshiba,Notebook,13.3,4.0,Windows 7,1.2,1920,1080,Intel,2.3,128.0,0.0,0.0,1195.0
Lenovo,Notebook,15.6,6.0,Windows 10,2.2,1920,1080,AMD,3.6,256.0,0.0,0.0,549.0
Fujitsu,Notebook,15.6,4.0,Windows 10,2.3,1366,768,Intel,2.3,256.0,0.0,0.0,649.0
Toshiba,Notebook,14.0,4.0,Windows 10,1.75,1366,768,Intel,2.3,0.0,500.0,0.0,915.0
Dell,Notebook,15.6,4.0,Windows 10,2.25,1366,768,Intel,2.5,0.0,500.0,0.0,599.0
HP,Notebook,15.6,8.0,Windows 10,2.04,1920,1080,Intel,2.5,0.0,1000.0,0.0,806.0
Lenovo,Gaming,15.6,8.0,Windows 10,2.5,1920,1080,Intel,2.8,128.0,1000.0,0.0,1189.0
Dell,Notebook,15.6,8.0,Windows 10,2.36,1366,768,Intel,2.7,0.0,1000.0,0.0,749.0
Dell,Notebook,14.0,8.0,Windows 10,1.6,1920,1080,Intel,2.5,128.0,0.0,0.0,1119.0
HP,Netbook,12.5,8.0,Windows 10,0.97,1920,1080,Intel,1.2,512.0,0.0,0.0,1908.0
HP,Notebook,15.6,4.0,Windows 10,2.1,1920,1080,Intel,2.0,128.0,1000.0,0.0,499.0
Lenovo,Notebook,15.6,4.0,No OS,1.9,1366,768,Intel,1.1,128.0,0.0,0.0,270.62
Lenovo,Notebook,15.6,8.0,Windows 10,2.3,1920,1080,Intel,2.3,256.0,0.0,0.0,1349.0
Dell,2 in 1 Convertible,13.3,8.0,Windows 10,1.68,1920,1080,Intel,2.5,256.0,0.0,0.0,889.0
Asus,Notebook,13.3,8.0,Windows 10,1.4,3200,1800,Intel,2.5,256.0,0.0,0.0,1150.0
HP,Ultrabook,13.3,8.0,Windows 10,1.11,1920,1080,Intel,2.7,256.0,0.0,0.0,1349.0
Acer,Notebook,15.6,4.0,Windows 10,2.4,1366,768,Intel,1.1,0.0,500.0,0.0,380.0
Asus,Gaming,15.6,16.0,Windows 10,2.5,1920,1080,Intel,2.8,256.0,1000.0,0.0,1799.0
HP,Ultrabook,14.0,8.0,Windows 10,1.48,1920,1080,Intel,2.7,512.0,0.0,0.0,2089.0
Acer,Gaming,15.6,8.0,Windows 10,2.7,1920,1080,Intel,2.8,128.0,1000.0,0.0,1260.0
HP,Notebook,13.3,8.0,Windows 10,1.34,1920,1080,Intel,2.5,256.0,0.0,0.0,1189.0
Dell,Notebook,15.6,4.0,Windows 10,2.18,1366,768,Intel,2.4,128.0,0.0,0.0,547.0
HP,Notebook,14.0,4.0,Windows 10,1.64,1366,768,Intel,2.5,0.0,500.0,0.0,779.0
Toshiba,Notebook,13.3,4.0,Windows 10,1.2,1920,1080,Intel,2.3,128.0,0.0,0.0,1195.0
HP,Notebook,14.0,4.0,Windows 10,1.48,1366,768,Intel,2.4,256.0,0.0,0.0,1099.99
HP,Notebook,14.0,4.0,Windows 10,1.95,1920,1080,Intel,2.5,256.0,0.0,0.0,1205.0
HP,Ultrabook,14.0,8.0,Windows 7,1.43,1920,1080,Intel,2.6,256.0,0.0,0.0,1449.0
HP,Notebook,14.0,8.0,Windows 10,1.64,1920,1080,Intel,2.5,256.0,0.0,0.0,1049.26
HP,Notebook,14.0,4.0,Windows 10,1.64,1366,768,Intel,2.4,0.0,500.0,0.0,684.0
Dell,Gaming,15.6,8.0,Windows 10,2.65,1920,1080,Intel,2.5,0.0,0.0,0.0,949.0
HP,Ultrabook,12.5,4.0,Windows 10,1.26,1920,1080,Intel,2.5,0.0,500.0,0.0,1539.0
HP,Notebook,14.0,4.0,Windows 10,1.48,1920,1080,Intel,2.5,256.0,0.0,0.0,1590.0
HP,Ultrabook,14.0,8.0,Windows 10,1.54,1920,1080,Intel,2.5,256.0,0.0,0.0,1887.21
HP,Notebook,13.3,4.0,Windows 10,1.49,1366,768,Intel,2.4,0.0,500.0,0.0,800.0
Toshiba,Notebook,13.3,8.0,Windows 10,1.5,1366,768,Intel,2.3,256.0,0.0,0.0,1210.0
HP,Notebook,15.6,4.0,Windows 10,2.04,1366,768,Intel,2.4,256.0,0.0,0.0,769.99
Lenovo,Notebook,17.3,16.0,Windows 7,2.4,3840,2160,Intel,2.7,512.0,0.0,0.0,2968.0
Toshiba,Notebook,14.0,8.0,Windows 10,1.47,1920,1080,Intel,2.3,256.0,0.0,0.0,1490.0
HP,Notebook,14.0,8.0,Windows 10,1.43,1920,1080,Intel,2.5,256.0,0.0,0.0,2229.0
Dell,2 in 1 Convertible,15.6,4.0,Windows 10,2.08,1920,1080,Intel,2.3,0.0,1000.0,0.0,795.99
Toshiba,Ultrabook,13.3,8.0,Windows 10,1.2,1920,1080,Intel,2.3,256.0,0.0,0.0,1590.0
HP,Notebook,13.3,8.0,Windows 10,1.11,1920,1080,Intel,2.5,256.0,0.0,0.0,1149.0
HP,Notebook,14.0,8.0,Windows 10,1.64,1920,1080,Intel,2.7,256.0,0.0,0.0,1185.43
Dell,Notebook,15.6,8.0,Windows 10,2.09,1920,1080,Intel,2.4,0.0,500.0,0.0,1046.44
HP,Ultrabook,12.5,4.0,Windows 10,1.26,1366,768,Intel,2.5,256.0,0.0,0.0,1559.0
HP,Notebook,14.0,4.0,Windows 10,2.31,1366,768,Intel,2.5,0.0,500.0,0.0,1189.0
HP,Notebook,14.0,4.0,Windows 10,1.95,1366,768,Intel,2.5,0.0,500.0,0.0,1060.0
Dell,Ultrabook,13.3,8.0,Windows 10,1.29,3200,1800,Intel,2.5,256.0,0.0,0.0,1624.0
HP,Notebook,17.3,8.0,Windows 10,2.63,1920,1080,Intel,2.5,256.0,0.0,0.0,1080.0
HP,Notebook,14.0,4.0,Windows 10,1.64,1366,768,Intel,2.5,256.0,0.0,0.0,973.0
Acer,Notebook,15.6,6.0,Windows 10,2.1,1366,768,AMD,3.0,0.0,1000.0,0.0,409.0
MSI,Gaming,17.3,8.0,Windows 10,2.7,1920,1080,Intel,2.8,128.0,1000.0,0.0,1191.8
HP,Notebook,14.0,8.0,Windows 7,1.95,1920,1080,Intel,2.3,256.0,0.0,0.0,1195.0
HP,Notebook,15.6,8.0,Windows 10,1.84,1920,1080,Intel,2.5,256.0,0.0,0.0,1228.99
HP,Ultrabook,12.5,8.0,Windows 10,1.26,1920,1080,Intel,2.5,256.0,0.0,0.0,1349.0
HP,Notebook,15.6,4.0,Windows 10,2.04,1366,768,Intel,2.5,0.0,500.0,0.0,742.0
Toshiba,Ultrabook,14.0,8.0,Windows 10,1.47,1920,1080,Intel,2.6,256.0,0.0,0.0,1725.0
Dell,Notebook,15.6,8.0,Windows 7,2.09,1920,1080,Intel,2.4,256.0,0.0,0.0,1062.95
HP,Notebook,14.0,8.0,Windows 10,1.64,1920,1080,Intel,2.5,256.0,0.0,0.0,1010.51
Lenovo,2 in 1 Convertible,15.6,4.0,Windows 10,1.8,1920,1080,Intel,2.5,256.0,0.0,0.0,847.0
Vero,Notebook,14.0,2.0,Windows 10,1.45,1366,768,Intel,1.44,0.0,0.0,32.0,210.8
Toshiba,Notebook,15.6,16.0,Windows 10,2.4,1920,1080,Intel,2.5,256.0,0.0,0.0,1425.0
Lenovo,Notebook,15.6,8.0,Windows 10,2.3,1920,1080,Intel,2.3,256.0,0.0,0.0,1049.6
HP,Notebook,14.0,4.0,Windows 10,1.54,1920,1080,Intel,2.3,0.0,500.0,0.0,1000.0
HP,Notebook,15.6,8.0,Windows 10,1.84,1920,1080,Intel,2.4,256.0,500.0,0.0,2103.34
HP,Notebook,14.0,8.0,Windows 7,1.43,1920,1080,Intel,2.3,256.0,0.0,0.0,1469.0
MSI,Gaming,17.3,16.0,Windows 10,3.78,1920,1080,Intel,2.7,256.0,1000.0,0.0,1545.64
Lenovo,Gaming,17.3,16.0,Windows 10,4.6,1920,1080,Intel,2.6,128.0,1000.0,0.0,2289.99
Asus,Netbook,11.6,4.0,Chrome OS,1.2,1366,768,Intel,1.6,0.0,0.0,16.0,287.9
Lenovo,Notebook,14.0,16.0,Windows 7,1.1,2560,1440,Intel,2.6,256.0,0.0,0.0,2620.0
HP,Notebook,15.6,8.0,Windows 10,1.91,1920,1080,Intel,2.7,0.0,1000.0,0.0,979.0
Dell,2 in 1 Convertible,15.6,8.0,Windows 10,2.3,1920,1080,Intel,2.7,256.0,0.0,0.0,1094.0
HP,Notebook,15.6,4.0,Windows 10,2.04,1366,768,Intel,2.5,256.0,0.0,0.0,979.0
Dell,Ultrabook,13.3,16.0,Windows 10,1.2,3200,1800,Intel,2.7,1000.0,0.0,0.0,2254.0
HP,Notebook,15.6,4.0,Windows 10,2.31,1366,768,Intel,2.3,0.0,500.0,0.0,705.15
HP,Notebook,15.6,4.0,No OS,1.96,1366,768,Intel,2.5,0.0,500.0,0.0,499.0
Acer,Notebook,15.6,8.0,Windows 10,2.4,1366,768,AMD,2.2,0.0,1000.0,0.0,449.0
Dell,2 in 1 Convertible,13.3,12.0,Windows 10,1.6,1920,1080,Intel,2.7,256.0,0.0,0.0,1299.0
MSI,Gaming,15.6,16.0,Windows 10,2.94,1920,1080,Intel,2.6,256.0,1000.0,0.0,1819.0
HP,Notebook,15.6,8.0,Windows 10,2.04,1920,1080,Intel,2.7,256.0,0.0,0.0,1070.0
Asus,Gaming,17.3,16.0,No OS,4.0,1920,1080,Intel,2.6,0.0,1000.0,0.0,998.0
Dell,Notebook,15.6,4.0,Windows 10,2.25,1920,1080,Intel,2.5,0.0,1000.0,0.0,559.0
Dell,Notebook,15.6,16.0,Windows 10,2.32,1920,1080,Intel,2.7,0.0,2000.0,0.0,989.99
MSI,Gaming,15.6,16.0,Windows 10,1.8,1920,1080,Intel,2.6,256.0,1000.0,0.0,1929.0
Dell,Ultrabook,13.3,8.0,Windows 10,1.29,1920,1080,Intel,2.7,256.0,0.0,0.0,1458.0
Asus,Gaming,17.3,64.0,Windows 10,3.58,1920,1080,Intel,2.7,1000.0,0.0,0.0,3975.0
Dell,2 in 1 Convertible,13.3,8.0,Windows 10,1.62,1920,1080,Intel,2.5,256.0,0.0,0.0,798.01
Dell,Gaming,15.6,16.0,Windows 10,3.21,3840,2160,Intel,2.6,256.0,1000.0,0.0,1329.0
Apple,Ultrabook,12.0,8.0,Mac OS X,0.92,2304,1440,Intel,1.1,0.0,0.0,256.0,1300.0
Dell,Notebook,15.6,4.0,Windows 10,2.06,1366,768,Intel,2.3,0.0,500.0,0.0,481.98
HP,Notebook,15.6,4.0,Windows 10,2.31,1366,768,Intel,2.3,0.0,500.0,0.0,1199.0
HP,Ultrabook,12.5,8.0,Windows 7,1.26,1920,1080,Intel,2.3,256.0,0.0,0.0,1199.0
HP,Notebook,13.3,8.0,Windows 10,1.49,1920,1080,Intel,2.7,256.0,0.0,0.0,1090.0
Lenovo,Ultrabook,12.5,8.0,Windows 10,1.3,1920,1080,Intel,2.5,256.0,0.0,0.0,1713.49
Lenovo,Notebook,17.3,8.0,Windows 10,3.0,1600,900,Intel,2.3,0.0,1000.0,0.0,659.0
Lenovo,Notebook,15.6,4.0,Windows 10,2.3,1920,1080,Intel,2.3,0.0,1000.0,0.0,977.0
MSI,Gaming,17.3,16.0,Windows 10,3.78,1920,1080,Intel,2.8,256.0,1000.0,0.0,2499.0
Lenovo,Notebook,15.6,4.0,Windows 10,2.1,1366,768,Intel,2.3,0.0,500.0,0.0,540.0
HP,Notebook,15.6,4.0,Windows 7,2.31,1920,1080,Intel,2.3,0.0,500.0,0.0,940.0
Lenovo,Ultrabook,12.5,8.0,Windows 10,0.99,2560,1440,Intel,1.2,512.0,0.0,0.0,1399.0
Lenovo,Gaming,17.3,32.0,Windows 10,4.6,1920,1080,Intel,2.7,512.0,0.0,0.0,3240.0
Lenovo,2 in 1 Convertible,10.1,4.0,Windows 10,0.69,1920,1200,Intel,1.44,0.0,0.0,64.0,646.27
HP,Ultrabook,13.3,16.0,Windows 10,1.3,3840,2160,Intel,2.7,512.0,0.0,0.0,2049.0
Dell,Notebook,15.6,8.0,Windows 10,2.18,1920,1080,Intel,2.5,256.0,0.0,0.0,750.0
HP,Notebook,14.0,4.0,Windows 7,1.54,1920,1080,Intel,2.3,0.0,500.0,0.0,1030.99
HP,Workstation,15.6,8.0,Windows 7,1.9,1920,1080,Intel,2.5,256.0,0.0,0.0,1495.0
Lenovo,Notebook,14.0,8.0,Windows 7,1.7,1920,1080,Intel,2.3,180.0,0.0,0.0,1199.0
HP,Notebook,13.3,4.0,Chrome OS,1.29,3200,1800,Intel,1.5,0.0,0.0,32.0,615.0
Acer,Notebook,15.6,4.0,Windows 10,2.4,1366,768,AMD,2.2,0.0,500.0,0.0,387.0
Dell,Notebook,15.6,4.0,Linux,2.2,1366,768,Intel,1.6,0.0,500.0,0.0,393.49
HP,Notebook,15.6,4.0,No OS,1.86,1366,768,Intel,2.0,0.0,1000.0,0.0,345.99
Asus,Gaming,17.3,8.0,Windows 10,2.7,1920,1080,Intel,2.8,256.0,1000.0,0.0,1599.0
Dell,Ultrabook,13.3,4.0,Windows 10,1.4,1920,1080,Intel,1.6,256.0,0.0,0.0,818.35
HP,Netbook,12.5,4.0,Windows 7,2.4,1366,768,Intel,2.3,128.0,0.0,0.0,1599.0
Acer,Notebook,15.6,8.0,Windows 10,2.4,1920,1080,Intel,2.5,256.0,1000.0,0.0,799.0
Dell,Notebook,15.6,8.0,Windows 10,2.36,1920,1080,Intel,2.5,0.0,1000.0,0.0,638.8
MSI,Gaming,17.3,8.0,Windows 10,2.6,1920,1080,Intel,2.6,256.0,0.0,0.0,1599.0
HP,Notebook,15.6,4.0,Windows 10,1.96,1366,768,Intel,1.6,0.0,1000.0,0.0,500.0
Asus,Gaming,17.3,16.0,Windows 10,4.3,1920,1080,Intel,2.6,128.0,1000.0,0.0,2299.0
Dell,Ultrabook,12.5,4.0,Windows 7,1.5,1366,768,Intel,2.3,0.0,500.0,0.0,1135.15
Dell,Ultrabook,12.5,4.0,Windows 7,1.5,1366,768,Intel,2.3,128.0,0.0,0.0,1166.97
Acer,Notebook,15.6,4.0,Chrome OS,2.2,1366,768,Intel,1.5,16.0,0.0,0.0,209.0
HP,Workstation,17.3,8.0,Windows 7,3.0,1920,1080,Intel,2.6,0.0,1000.0,0.0,2899.0
Lenovo,Gaming,15.6,16.0,Windows 10,2.4,1920,1080,Intel,2.8,512.0,0.0,0.0,1199.0
Dell,Ultrabook,12.5,8.0,Windows 7,1.5,1366,768,Intel,2.3,256.0,0.0,0.0,1413.1
MSI,Gaming,17.3,8.0,Windows 10,2.9,1920,1080,Intel,2.6,128.0,1000.0,0.0,1511.19
Lenovo,2 in 1 Convertible,15.6,4.0,Windows 10,2.1,1920,1080,Intel,2.3,256.0,0.0,0.0,867.0
HP,Notebook,15.6,4.0,Windows 10,2.1,1920,1080,AMD,2.5,0.0,1000.0,0.0,398.0
Asus,Gaming,15.6,16.0,Windows 10,2.59,1920,1080,Intel,2.6,128.0,1000.0,0.0,1339.0
HP,Notebook,13.3,8.0,Windows 10,1.16,3200,1800,Intel,1.1,256.0,0.0,0.0,1699.0
Dell,Notebook,15.6,4.0,Windows 7,2.24,1366,768,Intel,2.3,0.0,500.0,0.0,769.15
Lenovo,Notebook,15.6,4.0,Windows 10,2.1,1366,768,Intel,2.0,128.0,0.0,0.0,429.0
HP,Ultrabook,13.3,8.0,Windows 10,1.16,1920,1080,Intel,2.5,512.0,0.0,0.0,1969.0
Lenovo,2 in 1 Convertible,10.1,4.0,Android,0.69,1920,1200,Intel,1.44,0.0,0.0,64.0,549.0
Dell,Ultrabook,13.3,8.0,Windows 10,1.23,1920,1080,Intel,2.4,256.0,0.0,0.0,1379.0
Lenovo,Gaming,17.3,16.0,Windows 10,4.6,1920,1080,Intel,2.7,256.0,0.0,0.0,2749.99
Razer,Ultrabook,12.5,8.0,Windows 10,1.25,3840,2160,Intel,2.5,256.0,0.0,0.0,1029.0
Toshiba,Ultrabook,13.3,16.0,Windows 10,1.05,1920,1080,Intel,2.7,512.0,0.0,0.0,2226.0
Asus,Gaming,17.3,8.0,Windows 10,3.52,1920,1080,Intel,2.6,128.0,1000.0,0.0,1312.49
Vero,Notebook,13.3,4.0,Windows 10,1.35,1920,1080,Intel,1.44,0.0,0.0,32.0,196.0
HP,Notebook,13.3,8.0,Windows 10,1.16,1920,1080,Intel,2.3,256.0,0.0,0.0,1690.0
HP,Notebook,14.0,8.0,Windows 7,1.43,1920,1080,Intel,2.3,256.0,0.0,0.0,1513.0
Dell,Notebook,15.6,4.0,Linux,2.09,1366,768,Intel,2.3,0.0,500.0,0.0,523.63
Asus,Notebook,15.6,4.0,Windows 10,2.0,1366,768,Intel,2.4,0.0,1000.0,0.0,435.0
Lenovo,2 in 1 Convertible,14.0,8.0,Windows 10,1.8,1920,1080,Intel,2.5,256.0,0.0,0.0,1669.0
Lenovo,2 in 1 Convertible,10.1,4.0,Windows 10,0.69,1920,1200,Intel,1.44,0.0,0.0,64.0,479.0
HP,Ultrabook,12.5,8.0,Windows 7,1.26,1366,768,Intel,2.4,256.0,0.0,0.0,1895.0
Lenovo,Gaming,15.6,8.0,No OS,2.4,1920,1080,Intel,2.5,128.0,1000.0,0.0,989.0
HP,Gaming,17.3,8.0,Windows 10,3.35,1920,1080,Intel,2.3,128.0,1000.0,0.0,1129.0
HP,Notebook,15.6,8.0,Windows 10,2.04,1366,768,Intel,2.7,0.0,2000.0,0.0,629.0
Lenovo,2 in 1 Convertible,14.0,8.0,Windows 7,1.8,1920,1080,Intel,2.6,512.0,0.0,0.0,2050.38
Asus,Notebook,14.0,4.0,Windows 10,1.5,1366,768,Intel,1.1,0.0,0.0,32.0,278.0
HP,Ultrabook,15.6,8.0,Windows 10,1.84,1920,1080,Intel,2.7,256.0,0.0,0.0,752.0
Acer,Notebook,15.6,4.0,Windows 10,2.23,1920,1080,Intel,2.5,0.0,1000.0,0.0,616.0
Lenovo,Notebook,15.6,16.0,Windows 10,2.5,1920,1080,Intel,2.5,0.0,0.0,0.0,1099.0
HP,Workstation,17.3,8.0,Windows 7,3.0,1920,1080,Intel,2.6,256.0,0.0,0.0,3949.4
Dell,Notebook,15.6,8.0,Windows 10,2.5,1366,768,Intel,2.5,0.0,1000.0,0.0,784.0
MSI,Gaming,17.3,16.0,Windows 10,3.78,1920,1080,Intel,2.7,256.0,1000.0,0.0,2399.0
HP,Ultrabook,15.6,8.0,Windows 7,1.88,1920,1080,Intel,2.5,256.0,0.0,0.0,2171.72
Lenovo,2 in 1 Convertible,14.0,16.0,Windows 10,2.8,2560,1440,Intel,2.6,512.0,0.0,0.0,2440.0
MSI,Gaming,15.6,8.0,Windows 10,2.4,1920,1080,Intel,2.8,128.0,1000.0,0.0,1142.8
HP,2 in 1 Convertible,13.3,8.0,Windows 10,1.48,1920,1080,Intel,2.4,256.0,0.0,0.0,1629.0
HP,Workstation,15.6,8.0,Windows 7,2.59,1920,1080,Intel,2.6,256.0,0.0,0.0,2229.0
HP,2 in 1 Convertible,13.3,8.0,Windows 10,1.48,2560,1440,Intel,2.6,256.0,0.0,0.0,1799.0
HP,Workstation,15.6,8.0,Windows 7,2.0,1920,1080,Intel,2.6,256.0,0.0,0.0,1899.0
HP,Ultrabook,12.5,8.0,Windows 7,1.26,1920,1080,Intel,2.5,256.0,0.0,0.0,2296.95
Dell,Notebook,15.6,8.0,Windows 10,2.18,1920,1080,Intel,2.7,256.0,0.0,0.0,1009.9
HP,Notebook,15.6,8.0,Windows 7,1.88,1920,1080,Intel,2.3,256.0,0.0,0.0,1579.0
Lenovo,2 in 1 Convertible,14.0,8.0,Windows 10,1.27,2560,1440,Intel,2.5,256.0,0.0,0.0,2339.0
Lenovo,Notebook,15.6,4.0,No OS,1.9,1366,768,Intel,2.0,0.0,1000.0,0.0,339.0
HP,Notebook,15.6,4.0,Windows 10,1.86,1366,768,AMD,1.8,0.0,500.0,0.0,297.0
Lenovo,Notebook,15.6,8.0,No OS,2.32,1920,1080,Intel,2.3,0.0,1000.0,0.0,599.0
Dell,Gaming,15.6,8.0,Windows 10,2.62,1920,1080,Intel,2.8,0.0,1000.0,0.0,1199.0
Dell,Notebook,15.6,8.0,Windows 10,2.04,3840,2160,Intel,2.3,256.0,0.0,0.0,2250.68
HP,Notebook,15.6,4.0,Windows 10,1.91,1920,1080,AMD,2.5,256.0,0.0,0.0,478.89
MSI,Gaming,17.3,16.0,Windows 10,2.7,1920,1080,Intel,2.8,256.0,1000.0,0.0,1492.8
Lenovo,Ultrabook,14.0,12.0,Windows 7,1.4,1920,1080,Intel,2.6,512.0,0.0,0.0,2299.0
Lenovo,Notebook,15.6,8.0,Windows 10,2.5,1920,1080,Intel,2.3,0.0,0.0,0.0,788.49
HP,2 in 1 Convertible,13.3,8.0,Windows 10,1.48,2560,1440,Intel,2.6,512.0,0.0,0.0,2041.0
Lenovo,Ultrabook,14.0,8.0,Windows 7,1.7,1920,1080,Intel,2.6,256.0,0.0,0.0,1499.0
MSI,Gaming,14.0,16.0,Windows 10,1.7,1920,1080,Intel,2.6,256.0,1000.0,0.0,1769.0
HP,Gaming,15.6,8.0,Windows 10,2.62,1920,1080,Intel,2.8,0.0,1000.0,0.0,899.0
Lenovo,Notebook,15.6,8.0,Windows 10,2.2,1366,768,Intel,2.0,0.0,1000.0,0.0,459.0
HP,Notebook,15.6,4.0,No OS,2.1,1366,768,Intel,2.3,0.0,500.0,0.0,476.99
Dell,Gaming,15.6,8.0,Windows 10,2.62,3840,2160,Intel,2.8,128.0,1000.0,0.0,1498.0
Lenovo,Notebook,15.6,8.0,Windows 10,1.95,1920,1080,Intel,2.5,256.0,0.0,0.0,1390.0
Lenovo,Notebook,15.6,4.0,Windows 10,2.2,1920,1080,Intel,2.0,0.0,1000.0,0.0,468.0
HP,Notebook,14.0,2.0,Windows 10,1.44,1366,768,Intel,1.6,0.0,0.0,32.0,249.0
MSI,Gaming,15.6,8.0,Windows 10,2.2,1920,1080,Intel,2.7,0.0,1000.0,0.0,839.0
HP,Notebook,15.6,8.0,Windows 10,1.96,1920,1080,Intel,2.5,256.0,0.0,0.0,679.0
HP,Notebook,15.6,16.0,Windows 10,2.1,1920,1080,Intel,1.8,512.0,0.0,0.0,1159.0
Asus,Notebook,15.6,4.0,Windows 10,2.2,1366,768,Intel,1.6,0.0,500.0,0.0,369.0
Lenovo,Notebook,15.6,4.0,No OS,2.1,1366,768,Intel,2.3,0.0,500.0,0.0,398.0
Lenovo,Notebook,15.6,8.0,No OS,2.2,1920,1080,Intel,2.7,0.0,1000.0,0.0,709.0
Asus,Notebook,14.0,4.0,Windows 10,2.0,1920,1080,Intel,2.4,256.0,0.0,0.0,769.0
Lenovo,Notebook,15.6,4.0,Windows 7,2.32,1920,1080,Intel,2.5,0.0,0.0,0.0,825.0
Lenovo,Gaming,15.6,16.0,Windows 10,3.31,1920,1080,Intel,2.6,512.0,0.0,0.0,1305.0
MSI,Gaming,15.6,16.0,Windows 10,1.91,1920,1080,Intel,2.6,128.0,1000.0,0.0,2153.37
HP,Notebook,15.6,4.0,Windows 10,2.07,1366,768,Intel,2.3,0.0,500.0,0.0,650.0
